Gender,AgeCategory,IncomeCat,Vicinity,TimeBrowse,RepeatCust,NoVisits,Sample,Tour,WeekDay,TimeofDay,WinePref,Purchase,Amount,Season,Hi Temp,Date,Month No
2,4,4,1,3,2,0,1,1,7,2,3,1,24.65,1,20,3/1/18 8:49 AM,3
1,6,2,3,5,2,0,1,2,6,5,1,2,0,1,22,3/1/18 7:34 PM,3
1,6,7,3,4,1,2,2,1,6,1,1,2,0,1,14,3/2/18 12:40 PM,3
2,4,4,2,3,2,0,2,2,3,5,2,1,52.23,1,14,3/3/18 1:17 AM,3
2,2,4,1,1,1,4,2,2,6,1,2,1,24.65,1,10,3/3/18 9:45 AM,3
1,1,3,4,5,2,0,2,1,2,2,2,2,0,1,22,3/3/18 2:32 PM,3
2,4,6,4,4,1,1,1,1,3,3,3,1,85.99,1,17,3/4/18 5:52 AM,3
1,2,4,1,4,1,4,1,2,3,1,1,2,0,1,2,3/4/18 2:46 PM,3
1,5,8,3,4,1,2,2,1,4,4,1,2,0,1,7,3/5/18 2:05 PM,3
1,6,3,3,4,2,0,2,2,7,4,1,2,0,1,5,3/5/18 4:14 PM,3
2,2,3,3,3,2,0,2,1,6,5,1,1,24.65,1,21,3/5/18 7:53 PM,3
2,2,7,2,4,2,0,1,2,7,3,1,1,31.56,1,22,3/6/18 10:53 AM,3
1,2,3,1,1,2,0,2,2,4,2,2,2,0,1,5,3/6/18 8:36 PM,3
2,3,8,3,1,1,4,1,1,6,5,3,1,24.65,1,10,3/7/18 4:13 PM,3
1,6,4,4,2,2,0,1,2,5,5,3,2,0,1,12,3/8/18 2:23 PM,3
1,2,4,2,2,2,0,1,1,2,4,3,2,0,1,23,3/8/18 6:34 PM,3
1,2,3,4,1,2,0,2,2,7,1,2,2,0,1,11,3/8/18 11:19 PM,3
1,6,7,4,2,2,0,1,1,2,1,3,2,0,1,17,3/9/18 5:13 AM,3
1,1,3,1,2,2,0,2,1,1,5,3,2,0,1,24,3/10/18 2:09 AM,3
2,4,4,1,1,1,4,1,2,5,1,3,1,23.3,1,16,3/10/18 12:11 PM,3
2,4,5,3,3,2,0,1,2,5,5,3,1,16.42,1,13,3/11/18 3:43 AM,3
1,1,8,2,4,1,3,1,1,4,3,1,2,0,1,6,3/11/18 6:15 PM,3
1,4,8,4,5,2,0,2,2,7,2,2,2,0,1,24,3/11/18 7:06 PM,3
1,3,8,4,2,1,4,1,2,1,4,3,1,24.65,1,25,3/12/18 2:10 AM,3
2,6,4,4,2,2,0,2,2,3,4,1,1,83.46,1,13,3/12/18 12:17 PM,3
1,3,8,1,2,2,0,2,2,2,3,2,2,0,1,8,3/13/18 8:58 AM,3
1,1,7,3,5,2,0,2,1,1,4,3,2,0,1,18,3/13/18 12:01 PM,3
1,5,6,3,2,1,3,1,2,4,5,1,2,0,1,21,3/13/18 2:55 PM,3
2,6,7,3,2,1,4,1,1,1,2,1,1,35.35,1,21,3/14/18 2:02 AM,3
2,4,7,4,5,1,2,2,2,7,2,2,1,24.65,1,12,3/14/18 1:06 PM,3
1,6,7,3,1,1,3,1,2,3,4,3,2,0,1,21,3/15/18 3:09 AM,3
2,5,6,1,2,1,4,1,1,5,3,1,1,24.65,1,17,3/15/18 3:17 PM,3
2,1,3,4,5,1,1,2,2,6,2,1,1,24.65,1,13,3/15/18 10:24 PM,3
2,1,9,1,5,2,0,1,1,3,1,3,1,24.65,1,15,3/16/18 10:19 AM,3
1,6,7,4,4,2,0,1,2,1,2,2,2,0,1,15,3/16/18 12:57 PM,3
2,5,1,1,2,2,0,1,1,5,4,3,1,24.65,1,2,3/16/18 4:46 PM,3
1,1,7,2,5,1,1,1,2,6,3,2,2,0,1,20,3/17/18 12:05 PM,3
2,5,3,4,2,1,4,1,1,3,3,3,1,75.75,1,21,3/18/18 10:06 AM,3
1,1,7,2,4,1,4,2,1,5,3,2,2,0,1,3,3/19/18 9:15 AM,3
1,2,6,4,1,1,2,2,1,3,2,2,2,0,1,3,3/20/18 1:17 AM,3
1,2,2,3,4,2,0,1,2,7,1,2,2,0,1,21,3/20/18 4:40 AM,3
1,5,1,1,1,2,0,2,1,5,5,2,2,0,1,12,3/21/18 1:40 AM,3
1,4,7,4,2,1,2,2,2,5,3,3,2,0,1,4,3/21/18 7:00 PM,3
2,3,3,1,3,1,3,2,2,5,1,3,1,24.65,1,22,3/22/18 6:09 PM,3
1,2,4,4,1,2,0,1,2,7,1,1,2,0,1,6,3/23/18 1:19 AM,3
1,1,5,2,3,1,3,1,2,2,3,2,2,0,1,17,3/23/18 10:06 AM,3
2,6,4,1,4,1,4,1,1,5,4,3,1,29.54,1,21,3/24/18 3:47 AM,3
1,6,4,1,4,2,0,2,2,6,5,2,2,0,1,13,3/24/18 7:57 AM,3
1,2,5,4,2,1,4,2,2,6,2,2,2,0,1,11,3/25/18 12:56 AM,3
1,5,3,4,1,2,0,2,1,4,3,2,1,87.1,1,12,3/25/18 8:36 AM,3
2,3,9,1,1,1,2,1,2,6,1,2,1,69.1,1,16,3/25/18 10:33 AM,3
1,2,2,1,3,1,3,2,1,6,1,3,2,0,1,10,3/25/18 5:20 PM,3
2,3,6,4,5,2,0,1,1,5,2,1,1,75.08,1,17,3/26/18 4:11 AM,3
1,2,1,3,5,1,1,2,1,7,2,3,2,0,1,10,3/26/18 11:13 PM,3
1,3,1,2,2,2,0,2,2,7,1,3,2,0,1,22,3/27/18 5:52 PM,3
2,1,3,3,5,1,4,1,1,3,2,2,1,24.65,1,17,3/27/18 6:30 PM,3
1,4,6,4,1,2,0,1,1,7,4,2,2,0,1,18,3/27/18 10:29 PM,3
2,1,4,2,4,2,0,2,1,5,2,2,1,81.87,1,4,3/28/18 2:16 PM,3
1,5,5,2,1,1,4,2,1,5,2,3,2,0,1,3,3/29/18 7:03 AM,3
1,6,8,1,2,2,0,1,2,3,5,1,2,0,1,17,3/30/18 4:33 AM,3
1,6,4,1,3,1,1,1,2,4,3,1,2,0,1,24,3/30/18 9:45 AM,3
1,3,5,2,5,1,2,2,2,4,3,2,2,0,1,3,3/31/18 6:02 AM,3
1,1,3,1,5,1,1,1,2,5,5,3,2,0,1,21,3/31/18 7:55 PM,3
1,3,1,4,1,1,3,1,1,7,4,2,2,0,2,49,4/1/18 10:03 AM,4
2,1,2,1,3,1,2,1,1,7,4,3,1,63.57,2,38,4/1/18 4:17 PM,4
1,6,4,1,1,1,4,1,2,2,4,2,2,0,2,35,4/2/18 4:00 AM,4
1,6,4,1,2,1,4,2,1,3,4,1,2,0,2,38,4/2/18 2:19 PM,4
2,4,5,1,2,1,2,2,2,1,3,1,1,20.92,2,43,4/3/18 11:54 AM,4
2,4,6,2,2,1,3,1,1,2,2,3,1,77.71,2,36,4/4/18 10:57 AM,4
2,1,2,4,3,1,4,1,1,1,5,3,1,27.95,2,46,4/5/18 10:24 AM,4
1,6,5,1,2,2,0,1,2,5,2,1,2,0,2,40,4/6/18 12:04 AM,4
1,5,9,3,4,1,4,1,2,7,4,3,2,0,2,50,4/6/18 1:39 PM,4
1,2,9,2,4,2,0,1,1,2,1,1,2,0,2,45,4/6/18 6:14 PM,4
1,5,4,2,1,2,0,1,2,1,5,3,2,0,2,54,4/7/18 2:18 AM,4
1,1,4,1,1,2,0,1,1,2,1,1,2,0,2,37,4/7/18 7:46 AM,4
1,3,7,1,5,2,0,1,2,6,3,1,2,0,2,41,4/7/18 2:29 PM,4
2,4,6,2,2,2,0,1,1,3,5,3,1,24.65,2,45,4/7/18 6:53 PM,4
1,1,7,3,2,1,3,2,1,7,2,3,2,0,2,37,4/8/18 8:36 AM,4
1,6,8,4,1,2,0,1,2,3,3,2,2,0,2,44,4/8/18 1:20 PM,4
2,5,1,1,1,2,0,2,2,5,2,2,1,24.65,2,40,4/9/18 8:44 AM,4
2,5,2,3,2,1,3,1,2,3,5,2,1,24.65,2,41,4/9/18 12:15 PM,4
1,3,3,1,3,1,3,1,2,6,4,2,1,89.05,2,53,4/9/18 5:54 PM,4
2,4,5,2,1,2,0,1,1,5,4,1,1,24.65,2,39,4/10/18 9:08 AM,4
2,5,5,4,4,2,0,1,2,1,4,2,1,95.9,2,39,4/11/18 4:01 AM,4
2,5,3,3,2,2,0,2,2,2,3,1,1,24.65,2,45,4/11/18 5:13 PM,4
2,6,1,2,5,2,0,1,2,3,1,2,1,85.31,2,38,4/12/18 5:10 PM,4
2,4,9,3,1,1,1,2,2,4,4,1,1,32.57,2,54,4/13/18 1:34 AM,4
1,5,4,2,4,2,0,1,2,2,5,2,2,0,2,45,4/13/18 10:55 PM,4
2,3,3,2,1,1,2,2,1,3,4,3,1,52.9,2,35,4/14/18 4:27 AM,4
2,4,5,3,3,1,4,1,1,2,2,3,1,24.65,2,35,4/14/18 4:26 PM,4
1,4,4,1,5,2,0,2,2,4,3,2,2,0,2,41,4/14/18 7:26 PM,4
1,6,2,3,4,1,4,1,1,7,2,2,2,0,2,51,4/15/18 3:56 AM,4
2,3,7,1,3,2,0,1,2,4,5,1,1,86.09,2,54,4/15/18 5:18 PM,4
1,3,6,2,2,1,3,2,1,1,5,2,2,0,2,41,4/16/18 3:31 AM,4
2,1,3,3,1,2,0,2,1,7,5,2,1,32.08,2,36,4/17/18 2:22 AM,4
1,3,6,4,3,1,4,2,2,3,3,3,2,0,2,44,4/17/18 4:06 PM,4
1,2,4,2,5,2,0,2,2,5,5,1,2,0,2,41,4/17/18 7:07 PM,4
2,4,2,1,2,2,0,1,1,7,1,2,1,89.52,2,52,4/17/18 9:41 PM,4
2,2,7,1,2,1,4,1,1,5,1,3,1,43.15,2,35,4/18/18 7:47 PM,4
1,1,5,4,2,2,0,2,1,2,2,3,1,24.65,2,42,4/19/18 12:17 AM,4
2,2,5,4,5,1,4,1,2,5,4,1,1,61.71,2,45,4/19/18 4:17 AM,4
2,1,6,3,4,1,3,1,2,3,1,1,1,24.65,2,37,4/19/18 8:29 PM,4
2,6,4,4,3,1,1,1,2,5,3,1,1,24.65,2,47,4/20/18 3:47 PM,4
2,6,4,2,1,1,4,2,2,4,2,3,1,89.49,2,36,4/21/18 3:05 PM,4
1,4,3,4,1,2,0,1,2,1,2,1,2,0,2,44,4/22/18 10:39 AM,4
1,1,6,3,1,2,0,2,1,3,2,3,2,0,2,37,4/23/18 9:50 AM,4
1,1,4,2,4,1,1,1,2,6,4,1,2,0,2,49,4/23/18 1:50 PM,4
1,5,3,4,2,1,1,1,2,7,5,3,2,0,2,35,4/23/18 7:30 PM,4
1,3,1,1,3,2,0,1,1,4,5,3,2,0,2,50,4/24/18 5:48 AM,4
2,6,9,4,1,2,0,1,1,7,1,2,1,24.65,2,40,4/25/18 2:56 AM,4
1,2,4,3,4,1,1,2,1,7,4,3,2,0,2,42,4/25/18 8:49 PM,4
2,6,5,4,4,1,1,1,1,1,5,2,1,24.65,2,41,4/26/18 2:06 AM,4
2,2,4,3,5,2,0,1,1,4,2,2,1,24.65,2,42,4/26/18 6:08 PM,4
2,5,2,3,3,2,0,1,1,7,2,2,1,24.65,2,46,4/27/18 3:09 AM,4
2,5,1,2,2,1,3,1,2,5,4,2,1,24.65,2,52,4/27/18 8:09 PM,4
1,1,4,2,5,1,4,2,1,4,3,1,2,0,2,36,4/28/18 1:10 AM,4
2,3,3,2,1,2,0,2,1,1,3,2,1,24.65,2,49,4/28/18 9:28 PM,4
2,4,1,1,4,2,0,2,1,5,1,1,1,24.65,2,52,4/29/18 8:26 PM,4
1,3,2,3,1,2,0,2,1,2,1,1,2,0,2,49,4/30/18 1:32 PM,4
1,6,2,4,5,2,0,2,2,2,4,3,2,0,2,51,5/1/18 2:10 AM,5
2,6,1,4,3,2,0,1,2,1,1,3,1,24.65,2,42,5/1/18 7:07 PM,5
1,2,4,4,1,1,2,1,1,1,3,3,2,0,2,42,5/2/18 2:31 PM,5
1,3,5,1,4,1,3,1,1,2,3,3,2,0,2,53,5/2/18 5:49 PM,5
1,2,3,2,5,2,0,1,1,2,1,3,2,0,2,49,5/3/18 11:36 AM,5
2,6,2,3,4,1,2,1,1,6,4,3,1,24.65,2,48,5/3/18 8:16 PM,5
1,3,9,4,4,2,0,2,1,3,4,2,2,0,2,36,5/4/18 6:17 PM,5
1,3,4,2,2,2,0,1,2,5,1,3,2,0,2,47,5/5/18 5:36 AM,5
1,4,6,4,2,2,0,1,1,6,5,2,1,24.65,2,41,5/6/18 1:00 AM,5
2,1,4,4,5,2,0,1,2,5,3,2,1,37.25,2,52,5/6/18 9:32 AM,5
1,1,4,1,5,1,4,1,1,7,5,3,2,0,2,47,5/7/18 1:10 AM,5
1,3,8,4,1,1,2,2,1,7,3,2,2,0,2,44,5/7/18 6:48 AM,5
2,5,1,4,3,2,0,2,1,1,3,3,1,17.94,2,50,5/8/18 12:53 AM,5
1,3,9,4,3,1,3,2,2,6,2,2,2,0,2,47,5/8/18 7:53 PM,5
1,2,9,3,3,2,0,1,1,5,3,2,2,0,2,41,5/8/18 7:56 PM,5
2,5,5,4,3,1,2,1,1,4,3,1,1,27.93,2,55,5/9/18 1:39 AM,5
2,5,6,4,4,1,1,2,1,7,2,1,1,24.65,2,38,5/9/18 7:55 AM,5
1,4,6,4,5,2,0,2,1,1,1,3,2,0,2,45,5/9/18 3:17 PM,5
2,4,2,2,5,1,2,1,2,5,5,3,1,91.89,2,44,5/9/18 9:24 PM,5
1,1,4,4,1,1,3,2,1,5,2,3,2,0,2,54,5/10/18 1:49 AM,5
1,2,4,2,2,2,0,1,2,1,4,3,2,0,2,54,5/10/18 11:44 PM,5
2,2,3,4,5,2,0,1,2,6,3,2,1,24.65,2,47,5/11/18 10:06 AM,5
2,4,6,4,3,1,4,2,1,4,3,2,1,29.05,2,55,5/11/18 10:53 AM,5
2,1,5,3,5,1,2,2,1,5,4,3,1,25.71,2,46,5/12/18 3:57 AM,5
1,1,1,4,5,1,1,1,2,2,4,2,2,0,2,36,5/13/18 2:48 AM,5
1,1,7,2,2,2,0,2,1,6,4,2,2,0,2,46,5/13/18 11:59 AM,5
1,4,8,4,1,2,0,1,1,5,5,2,2,0,2,37,5/14/18 4:50 AM,5
1,6,6,4,3,2,0,1,2,5,5,3,2,0,2,49,5/15/18 3:38 AM,5
2,2,1,2,5,2,0,1,1,2,2,2,1,73.21,2,38,5/15/18 3:34 PM,5
1,5,5,3,4,1,1,2,2,1,1,1,2,0,2,36,5/16/18 2:58 PM,5
2,2,9,2,5,2,0,2,1,1,3,1,1,74.06,2,39,5/17/18 4:30 AM,5
2,3,7,1,3,2,0,1,2,4,1,2,1,24.65,2,48,5/17/18 6:30 AM,5
2,3,9,1,5,1,3,1,1,1,2,2,1,48.77,2,54,5/18/18 1:40 AM,5
1,4,5,1,4,1,1,1,2,2,5,1,1,24.65,2,45,5/18/18 1:44 AM,5
1,3,6,4,4,2,0,1,1,7,2,3,2,0,2,49,5/18/18 2:05 AM,5
1,4,5,3,2,2,0,2,1,7,1,2,2,0,2,52,5/18/18 8:23 PM,5
1,6,6,3,3,1,4,1,1,4,5,2,2,0,2,43,5/19/18 2:08 PM,5
2,2,7,3,2,2,0,2,2,7,3,3,1,24.65,2,42,5/20/18 2:42 AM,5
1,2,2,3,3,2,0,2,2,5,1,1,2,0,2,38,5/20/18 5:31 AM,5
1,3,7,1,5,1,2,2,2,5,3,1,2,0,2,55,5/20/18 7:52 AM,5
2,1,4,4,1,2,0,1,1,6,4,3,1,24.65,2,50,5/21/18 12:11 AM,5
1,4,8,1,4,1,4,2,2,3,1,1,2,0,2,44,5/21/18 12:53 PM,5
2,6,5,4,1,1,3,1,2,4,4,2,1,21.98,2,43,5/21/18 10:44 PM,5
2,5,3,3,1,2,0,1,1,5,3,1,1,55.32,2,48,5/22/18 9:40 PM,5
2,2,2,2,2,2,0,1,1,3,4,1,1,24.65,2,40,5/23/18 5:48 AM,5
1,1,3,1,2,1,4,2,2,7,3,1,2,0,2,46,5/23/18 5:26 PM,5
1,2,3,2,2,2,0,2,1,1,1,1,2,0,2,37,5/24/18 7:17 AM,5
2,4,4,1,4,1,1,1,2,2,5,1,1,24.65,2,36,5/24/18 2:10 PM,5
2,4,5,1,4,1,4,1,1,2,2,3,1,24.65,2,37,5/25/18 2:45 AM,5
2,4,3,1,2,2,0,1,2,6,2,2,1,24.65,2,45,5/26/18 2:08 AM,5
1,2,6,2,2,2,0,1,1,7,3,2,2,0,2,52,5/26/18 10:39 AM,5
1,1,4,1,5,2,0,1,2,1,1,1,2,0,2,50,5/26/18 11:42 PM,5
1,3,1,2,3,1,2,2,2,7,2,2,2,0,2,35,5/27/18 5:56 PM,5
2,1,3,3,3,1,3,1,2,4,5,1,1,94.18,2,35,5/27/18 10:17 PM,5
1,4,2,1,1,2,0,2,2,3,1,2,2,0,2,45,5/28/18 2:18 PM,5
2,4,4,2,2,2,0,2,1,5,5,2,1,24.65,2,38,5/29/18 12:44 AM,5
1,1,4,2,5,1,3,2,2,4,1,3,2,0,2,46,5/29/18 9:30 AM,5
2,3,2,4,4,1,3,1,2,2,5,3,1,24.65,2,47,5/29/18 10:50 PM,5
1,6,4,4,3,2,0,2,2,4,1,3,1,16.5,2,35,5/30/18 1:07 PM,5
2,5,6,1,2,2,0,1,2,2,3,1,1,73.39,2,35,5/31/18 10:16 AM,5
2,1,2,4,1,2,0,1,1,1,1,2,1,68.04,2,43,6/1/18 9:01 AM,6
2,3,6,2,2,1,3,1,1,3,1,2,1,24.65,2,37,6/2/18 3:47 AM,6
1,3,1,3,3,1,1,2,2,3,4,2,2,0,2,41,6/3/18 12:24 AM,6
2,2,7,2,4,1,2,1,1,6,1,2,1,24.65,2,55,6/3/18 1:16 AM,6
1,4,6,4,5,2,0,1,2,1,1,1,2,0,2,39,6/3/18 2:48 AM,6
1,2,5,2,3,1,1,1,1,6,2,3,2,0,2,49,6/3/18 4:37 PM,6
2,6,2,3,5,1,2,1,2,3,3,1,1,12.87,2,52,6/4/18 7:11 AM,6
2,6,4,1,4,2,0,1,1,5,3,1,1,24.65,2,41,6/4/18 9:51 AM,6
1,5,5,3,4,1,4,2,2,3,5,1,2,0,2,39,6/4/18 6:30 PM,6
2,4,5,3,1,1,4,1,2,2,2,1,1,24.65,2,38,6/5/18 5:54 AM,6
2,6,1,3,2,2,0,2,1,2,2,1,1,32.62,2,45,6/6/18 1:53 AM,6
1,1,2,1,5,1,2,2,2,5,1,2,2,0,2,41,6/6/18 10:07 PM,6
1,3,9,4,4,1,1,1,2,6,3,1,2,0,2,35,6/7/18 5:52 PM,6
1,4,7,2,5,2,0,1,2,2,3,1,2,0,2,48,6/8/18 2:39 PM,6
1,3,7,1,2,1,2,1,1,3,4,2,1,70.28,2,46,6/9/18 8:55 AM,6
2,3,6,4,1,1,1,1,2,3,3,2,1,61.95,2,45,6/10/18 5:23 AM,6
1,6,6,3,2,1,3,1,2,3,1,2,2,0,2,52,6/10/18 5:23 PM,6
1,4,2,2,5,1,1,2,1,4,4,2,2,0,2,53,6/11/18 3:14 AM,6
1,2,3,2,1,1,2,2,1,4,1,1,2,0,2,49,6/11/18 3:56 PM,6
2,2,8,1,1,1,4,1,2,2,3,2,1,70.49,2,39,6/11/18 8:59 PM,6
2,5,3,1,3,2,0,2,1,2,5,3,1,23.18,2,55,6/12/18 8:29 PM,6
1,1,3,4,3,2,0,1,1,6,2,1,2,0,2,53,6/13/18 6:54 PM,6
1,3,1,4,2,2,0,2,1,6,5,2,2,0,2,43,6/14/18 7:06 AM,6
1,5,8,1,3,2,0,1,2,4,1,2,2,0,2,54,6/14/18 10:01 AM,6
1,3,5,4,4,1,1,1,2,2,3,2,2,0,2,37,6/14/18 9:30 PM,6
2,5,5,3,3,2,0,1,2,4,4,3,1,28.76,2,53,6/15/18 2:16 PM,6
2,2,5,1,1,2,0,1,1,7,5,3,1,75.07,2,42,6/15/18 8:33 PM,6
2,1,3,2,2,2,0,1,1,1,4,2,1,98.72,2,44,6/15/18 9:37 PM,6
1,5,6,1,5,2,0,1,1,5,2,2,2,0,2,43,6/16/18 7:39 AM,6
1,4,3,3,1,1,2,2,2,2,1,1,2,0,2,41,6/17/18 6:12 AM,6
1,2,6,2,4,1,3,1,1,6,5,1,2,0,2,44,6/18/18 1:50 AM,6
2,3,3,1,4,1,4,2,2,6,5,1,1,43.53,2,41,6/18/18 1:27 PM,6
1,3,3,1,1,2,0,2,2,2,1,2,2,0,2,50,6/18/18 7:14 PM,6
2,2,6,3,5,2,0,2,2,5,3,2,1,13.15,2,43,6/19/18 2:16 AM,6
1,5,7,3,4,2,0,1,1,5,2,2,2,0,2,55,6/19/18 3:12 AM,6
1,3,8,2,2,2,0,2,2,2,3,3,2,0,2,54,6/19/18 1:55 PM,6
2,3,9,2,4,1,2,1,1,2,4,2,1,24.65,2,36,6/20/18 10:06 AM,6
1,5,7,3,5,1,2,2,2,2,3,2,2,0,2,41,6/21/18 4:36 AM,6
1,5,8,4,2,1,2,2,1,1,3,1,2,0,2,42,6/22/18 1:43 AM,6
1,4,1,1,1,2,0,1,2,4,1,2,2,0,2,42,6/22/18 4:36 PM,6
1,5,6,3,5,2,0,2,2,3,3,3,2,0,2,54,6/22/18 6:24 PM,6
1,4,6,1,4,1,3,1,1,1,5,3,2,0,2,52,6/23/18 6:11 AM,6
1,6,7,4,3,1,1,2,1,5,1,3,2,0,2,44,6/23/18 9:25 AM,6
1,6,5,4,3,1,4,2,2,6,3,2,2,0,2,48,6/23/18 1:46 PM,6
1,4,6,3,4,2,0,2,1,5,4,1,2,0,2,37,6/24/18 2:46 AM,6
2,6,6,4,3,2,0,1,1,4,4,1,1,24.65,2,53,6/24/18 2:10 PM,6
1,3,2,4,4,2,0,2,1,5,1,3,1,88.94,2,42,6/25/18 4:24 AM,6
1,3,9,1,1,2,0,2,2,4,3,3,2,0,2,54,6/26/18 1:11 AM,6
1,5,4,3,1,1,2,2,2,6,3,3,2,0,2,47,6/26/18 7:30 PM,6
1,1,3,1,5,1,2,2,2,4,4,1,2,0,2,40,6/26/18 9:34 PM,6
2,3,4,4,3,1,2,1,2,5,2,2,1,60.64,2,36,6/27/18 4:50 PM,6
2,6,7,4,1,1,3,2,2,4,2,2,1,24.65,2,48,6/27/18 5:36 PM,6
1,2,7,4,1,2,0,1,2,6,1,3,2,0,2,45,6/28/18 7:04 AM,6
2,2,2,3,1,2,0,1,1,3,1,1,1,15.32,2,40,6/28/18 11:05 PM,6
2,6,5,2,3,1,3,1,1,5,1,3,1,24.65,2,49,6/29/18 10:04 PM,6
2,3,6,2,5,1,3,2,1,6,1,2,1,24.65,2,36,6/30/18 12:28 AM,6
2,1,1,4,4,1,1,1,2,4,1,3,1,67.71,2,40,6/30/18 10:21 PM,6
1,6,6,2,4,2,0,2,1,5,5,1,2,0,3,85,7/1/18 9:38 AM,7
1,6,4,4,3,2,0,2,2,6,1,1,2,0,3,78,7/2/18 3:32 AM,7
1,1,2,2,2,1,4,2,1,3,3,2,2,0,3,89,7/2/18 10:17 PM,7
1,2,1,4,4,2,0,1,1,6,5,3,2,0,3,92,7/3/18 4:14 AM,7
1,1,2,2,4,2,0,1,2,5,2,1,2,0,3,93,7/3/18 6:38 AM,7
1,4,4,3,1,2,0,2,1,5,2,2,2,0,3,94,7/3/18 5:08 PM,7
1,2,9,2,5,2,0,2,2,6,1,2,2,0,3,81,7/4/18 5:42 AM,7
1,2,3,1,3,2,0,2,1,1,1,3,2,0,3,78,7/5/18 12:22 AM,7
2,1,6,4,2,1,4,1,1,5,5,3,1,93.62,3,72,7/5/18 3:57 PM,7
1,4,6,3,2,2,0,1,1,1,2,3,2,0,3,92,7/5/18 7:33 PM,7
1,4,3,4,1,2,0,2,2,2,4,1,2,0,3,74,7/6/18 3:18 PM,7
1,2,9,4,1,2,0,2,2,1,3,1,2,0,3,82,7/7/18 2:52 AM,7
2,3,8,2,4,1,1,1,2,2,1,1,1,24.65,3,71,7/7/18 6:04 PM,7
1,6,5,3,4,2,0,1,2,3,3,3,2,0,3,80,7/8/18 8:58 AM,7
2,3,6,4,1,2,0,2,2,3,4,2,1,94.68,3,83,7/8/18 6:58 PM,7
1,3,4,1,3,1,2,1,2,2,2,3,2,0,3,92,7/8/18 7:37 PM,7
1,5,9,2,4,1,1,2,2,2,5,1,2,0,3,72,7/9/18 4:06 AM,7
2,3,5,1,5,2,0,1,1,4,2,3,1,21.23,3,75,7/9/18 6:54 AM,7
1,6,8,3,1,2,0,2,1,1,4,1,2,0,3,89,7/10/18 5:33 AM,7
1,1,3,4,2,1,4,2,2,5,4,1,2,0,3,80,7/10/18 7:33 AM,7
2,3,3,2,5,1,2,1,1,3,3,2,1,66.83,3,95,7/10/18 8:16 AM,7
1,2,6,2,2,2,0,1,2,1,5,3,2,0,3,83,7/11/18 12:41 AM,7
1,4,1,3,1,1,4,2,2,4,1,1,2,0,3,87,7/11/18 10:37 AM,7
1,4,2,3,5,2,0,2,1,7,1,2,2,0,3,80,7/12/18 12:44 AM,7
1,2,5,3,5,1,3,2,1,1,5,2,2,0,3,78,7/12/18 8:32 AM,7
2,4,3,2,2,2,0,2,1,2,2,2,1,24.65,3,92,7/12/18 7:52 PM,7
1,5,7,2,4,2,0,1,1,1,2,1,1,24.65,3,72,7/12/18 7:57 PM,7
2,1,4,3,3,2,0,1,1,7,1,3,1,24.65,3,75,7/13/18 12:05 AM,7
2,5,8,1,2,1,1,1,1,7,3,2,1,20.4,3,73,7/13/18 2:16 PM,7
2,6,9,3,1,1,4,1,2,4,2,2,1,93.81,3,89,7/14/18 5:15 AM,7
1,4,5,1,3,1,1,1,2,1,4,2,2,0,3,88,7/14/18 9:31 AM,7
1,3,4,3,3,2,0,1,2,2,3,1,2,0,3,75,7/15/18 5:22 AM,7
1,4,8,2,1,1,1,1,1,3,4,3,2,0,3,93,7/15/18 7:14 AM,7
1,2,7,3,3,2,0,1,2,3,3,2,2,0,3,90,7/15/18 7:27 AM,7
1,2,3,2,2,1,4,2,2,1,1,1,2,0,3,84,7/15/18 10:43 AM,7
2,5,6,4,4,2,0,2,1,5,4,3,1,24.65,3,72,7/15/18 6:31 PM,7
1,3,1,3,3,2,0,1,1,1,5,3,2,0,3,79,7/16/18 2:35 AM,7
2,3,4,2,2,1,4,1,1,1,2,1,1,69.83,3,72,7/16/18 9:07 PM,7
1,5,9,3,2,1,1,2,2,6,2,2,2,0,3,90,7/17/18 2:13 AM,7
2,6,8,3,5,1,1,1,2,7,1,1,1,24.65,3,70,7/17/18 1:19 PM,7
1,3,4,4,3,2,0,2,1,1,2,1,2,0,3,74,7/18/18 10:57 AM,7
1,3,4,3,3,1,1,1,1,5,4,1,2,0,3,86,7/19/18 3:04 AM,7
1,5,5,1,4,2,0,1,2,7,3,3,2,0,3,88,7/19/18 4:17 PM,7
2,6,2,1,1,2,0,1,1,3,3,2,1,24.65,3,79,7/19/18 8:12 PM,7
2,3,3,1,3,1,2,2,1,2,3,1,1,24.65,3,75,7/19/18 9:56 PM,7
2,6,7,2,2,1,2,1,2,4,3,1,1,24.65,3,93,7/20/18 8:29 PM,7
1,3,6,2,4,1,3,2,2,5,5,2,2,0,3,84,7/20/18 9:44 PM,7
1,5,6,2,5,1,1,2,1,4,4,3,1,24.65,3,93,7/21/18 1:06 AM,7
2,3,6,2,4,2,0,1,2,4,4,3,1,24.65,3,83,7/21/18 3:41 AM,7
1,4,2,3,3,2,0,1,1,3,4,3,1,25.12,3,93,7/21/18 11:05 AM,7
1,5,3,4,4,1,3,1,2,7,3,2,1,21.94,3,90,7/21/18 6:48 PM,7
1,6,8,3,5,2,0,2,2,5,3,1,1,24.25,3,78,7/22/18 5:38 PM,7
2,1,5,4,3,1,1,1,2,1,4,1,1,42.74,3,81,7/22/18 10:19 PM,7
1,5,5,3,3,2,0,1,2,1,2,3,2,0,3,82,7/23/18 4:20 PM,7
